lrp,lat,lon,type,name,district,roadId,chainage,gapPoint
Z1405_LRP032a,22.717916,90.9172216,Culvert,Box culvert,LK,Z1405,32.419,ROAD
Z1405_LRP033,22.7089722,90.91625,KmPost,Information missing,LK,Z1405,33.422,ROAD
Z1405_LRP034,22.7023333,90.9123333,KmPost,Information missing,LK,Z1405,34.423,ROAD
Z1405_LRP035,22.6934441,90.9115556,KmPost,Information missing,LK,Z1405,35.442,ROAD
Z1405_LRP035a,22.6864719,90.9115278,Bridge,Bridge start,LK,Z1405,36.206,BRIDGE_START
Z1405_LRP035b,22.6862497,90.9115,Bridge,Bridge end,LK,Z1405,36.237,BRIDGE_END
Z1405_LRP036,22.6844441,90.9110556,KmPost,Km post missing,LK,Z1405,36.446,ROAD
Z1405_LRP036a,22.6784716,90.9101667,Culvert,Pipe culvert,LK,Z1405,37.133,ROAD
Z1405_LRP037,22.6755549,90.9103333,KmPost,Information missing,LK,Z1405,37.481,ROAD
Z1405_LRP038,22.666666,90.9107222,KmPost,Information missing,LK,Z1405,38.473,ROAD
Z1405_LRP038a,22.66025,90.9108889,Culvert,Box culvert,LK,Z1405,39.213,ROAD
Z1405_LRP038b,22.6587778,90.91075,Culvert,Box culvert,LK,Z1405,39.364,ROAD
Z1405_LRP039,22.6578333,90.9106944,KmPost,Information missing,LK,Z1405,39.484,ROAD
Z1405_LRP039a,22.6538056,90.9157222,Culvert,Pipe culvert,LK,Z1405,40.236,ROAD
Z1405_LRP039b,22.6522778,90.9172771,Culvert,Box culvert,LK,Z1405,40.489,ROAD
Z1405_LRP040,22.65225,90.9173604,KmPost,Information missing,LK,Z1405,40.503,ROAD
Z1405_LRP040a,22.6499719,90.9201104,"SideRoad,Right",Road to Z1413 Rangati bazar,LK,Z1405,40.895,ROAD
Z1405_LRP041,22.6499163,90.9202493,KmPost,Sonepur31km majdee36,LK,Z1405,40.908,ROAD
Z1405_LRP042,22.6477497,90.9293882,KmPost,Km post missing,LK,Z1405,41.908,ROAD
Z1405_LRP043,22.6484441,90.9386941,KmPost,Km post missing,LK,Z1405,42.908,ROAD
Z1405_LRP043a,22.6487219,90.9435552,Culvert,Box culvert,LK,Z1405,43.423,ROAD
Z1405_LRP044,22.6497219,90.9477774,KmPost,Km post missing,LK,Z1405,43.908,ROAD
Z1405_LRP045,22.6482219,90.9546667,KmPost,Information missing,LK,Z1405,44.725,ROAD
Z1405_LRP046,22.6545833,90.9613889,KmPost,Information missing,LK,Z1405,45.728,ROAD
Z1405_LRP046a,22.6555556,90.9621389,Culvert,Box culvert,LK,Z1405,45.866,ROAD
Z1405_LRP047,22.6598056,90.9691104,KmPost,Information missing,LK,Z1405,46.73,ROAD
Z1405_LRP047a,22.6603333,90.9697216,Culvert,Box culvert,LK,Z1405,46.824,ROAD
Z1405_LRP048,22.6667493,90.9753882,KmPost,Sonapur24km,LK,Z1405,47.754,ROAD
Z1405_LRP049,22.6735827,90.9816382,KmPost,Information missing,LK,Z1405,48.764,ROAD
Z1405_LRP050,22.6810827,90.9868608,KmPost,Km post missing,LK,Z1405,49.764,ROAD
Z1405_LRP051,22.6892219,90.9907219,KmPost,Information missing,LK,Z1405,50.764,ROAD
Z1405_LRP052,22.6978052,90.9937497,KmPost,Km post missing,LK,Z1405,51.764,ROAD
Z1405_LRP052a,22.6992774,90.9969163,Bridge,Bridge start,LK,Z1405,52.15,BRIDGE_START
Z1405_LRP052b,22.6993886,90.9976941,Bridge,Division Charge,LK,Z1405,52.233,BRIDGE_END
Z1405_LRP053,22.7022778,90.9997774,KmPost,Km post missing,NO,Z1405,52.764,ROAD
Z1405_LRP054,22.7106944,90.9994719,KmPost,Sonapur19 km,NO,Z1405,53.759,ROAD
Z1405_LRP055,22.7131389,91.00025,KmPost,Sonapur18 km,NO,Z1405,54.043,ROAD
Z1405_LRP056,22.7210549,91.0053333,KmPost,Sonapur17 km,NO,Z1405,55.071,ROAD
Z1405_LRP056a,22.7257771,91.0086389,Bridge,Bridge start,NO,Z1405,55.7,BRIDGE_START
Z1405_LRP056b,22.725916,91.00875,Bridge,Bridge end,NO,Z1405,55.722,BRIDGE_END
Z1405_LRP057,22.7286938,91.0108333,KmPost,Sonapur16 km,NO,Z1405,56.111,ROAD
Z1405_LRP058,22.7361663,91.0163611,KmPost,Sonapur 15 km,NO,Z1405,57.116,ROAD
Z1405_LRP058a,22.738583,91.018166,Culvert,Box culvert,NO,Z1405,57.446,ROAD
Z1405_LRP058b,22.7437497,91.0219438,Culvert,Pipe Culvert,NO,Z1405,58.116,ROAD
Z1405_LRP059,22.7438052,91.0219993,KmPost,Sonapur 14 km,NO,Z1405,58.148,ROAD
Z1405_LRP059a,22.7482774,91.0250549,Culvert,Box culvert,NO,Z1405,58.748,ROAD
Z1405_LRP060,22.7515556,91.0265827,KmPost,Sonapur 13 km,NO,Z1405,59.142,ROAD
Z1405_LRP060a,22.7556111,91.0284716,Culvert,Box culvert,NO,Z1405,59.64,ROAD
Z1405_LRP061,22.7600556,91.0305827,KmPost,Sonapur12 km,NO,Z1405,60.18,ROAD
Z1405_LRP062,22.7684716,91.0339719,KmPost,Sonapur11 km,NO,Z1405,61.183,ROAD
Z1405_LRP063,22.7767493,91.0370274,KmPost,Sonapur10 km,NO,Z1405,62.162,ROAD
Z1405_LRP064,22.7847774,91.0398608,KmPost,Sonapur 09 km,NO,Z1405,63.119,ROAD
Z1405_LRP064a,22.7849441,91.0399163,Culvert,Box culvert,NO,Z1405,63.14,ROAD
Z1405_LRP064b,22.7851941,91.0414163,Culvert,Box culvert,NO,Z1405,63.316,ROAD
Z1405_LRP065,22.7867774,91.0485274,KmPost,Sonapur 8 km,NO,Z1405,64.078,ROAD
Z1405_LRP065a,22.7888052,91.0520833,Culvert,Box Culvert,NO,Z1405,64.511,ROAD
Z1405_LRP066,22.7921663,91.0552778,KmPost,Sonapur 7 km,NO,Z1405,65.01,ROAD
Z1405_LRP067,22.7963886,91.0628611,KmPost,Sonapur 6 km,NO,Z1405,65.942,ROAD
Z1405_LRP067a,22.7962774,91.0672493,"SideRoad,Right",Z1424 road to Stemenghat,NO,Z1405,66.4,ROAD
Z1405_LRP068,22.7964719,91.0721104,KmPost,Sonapur 5 km,NO,Z1405,66.893,ROAD
Z1405_LRP069,22.7990274,91.080416,KmPost,Sonapur 4 km,NO,Z1405,67.841,ROAD
Z1405_LRP069a,22.8021667,91.0843886,Culvert,Box culvert,NO,Z1405,68.364,ROAD
Z1405_LRP070,22.8045556,91.0873608,KmPost,Sonapur 3 km,NO,Z1405,68.787,ROAD
Z1405_LRP071,22.8119167,91.0926108,KmPost,Km post missing,NO,Z1405,69.787,ROAD
Z1405_LRP072,22.8191938,91.0963608,KmPost,Sonapur 1 km,NO,Z1405,70.691,ROAD
Z1405_LRP072a,22.8249993,91.0988886,Culvert,Box culvert,NO,Z1405,71.416,ROAD
Z1405_LRPE,22.825666,91.1013889,Others,Intersection with N104 at Sonapur.,NO,Z1405,71.689,ROAD
Z1405_LRPS,22.9419719,90.8417219,Others,Intersection with R140 at Ramgotimore Beside p.c office lakshmipur.,LK,Z1405,0,ROAD
Z1405_LRPSa,22.9396386,90.8414163,Culvert,Box culvert,LK,Z1405,0.28,ROAD
Z1407_LRP001,23.2615278,91.0427219,KmPost,"Chitosi 12 km,Ramganj 30 km",CM,Z1407,1.016,ROAD
Z1407_LRP001a,23.2560278,91.0428886,Culvert,Box culvert,CM,Z1407,1.634,ROAD
Z1407_LRP001b,23.2546111,91.0427219,Bridge,Bridge start,CM,Z1407,1.8,BRIDGE_START
Z1407_LRP001c,23.2544722,91.0425274,Bridge,Bridge end,CM,Z1407,1.824,BRIDGE_END
Z1407_LRP002,23.2527222,91.0418608,KmPost,"Chitosi 11 km,Ramganj 29 km",CM,Z1407,2.031,ROAD
Z1407_LRP003,23.2443608,91.0382774,KmPost,"Chitosi 10 km,Ramganj 28 km",CM,Z1407,3.034,ROAD
Z1407_LRP003a,23.2418886,91.036833,Culvert,Box culvert,CM,Z1407,3.348,ROAD
Z1407_LRP004,23.2365552,91.0334719,KmPost,Information missing,CM,Z1407,4.034,ROAD
Z1407_LRP004a,23.2352497,91.0327216,RailRoadCrossing,Rail road crossing,CM,Z1407,4.2,ROAD
Z1407_LRP005,23.2285271,91.0289438,KmPost,"Chitosi 8 km,Ramganj 26 km",CP,Z1407,5.044,ROAD
Z1407_LRP005a,23.2280271,91.0286382,Culvert,Box culvert,CP,Z1407,5.113,ROAD
Z1407_LRP005b,23.2210271,91.0248327,Culvert,Box culvert,CP,Z1407,5.987,ROAD
Z1407_LRP006,23.2204716,91.0245549,KmPost,"Chitosi 7 km,Ramganj 25 km",CP,Z1407,6.052,ROAD
Z1407_LRP006a,23.2143611,91.0207493,Bridge,Bridge start,CP,Z1407,6.842,BRIDGE_START
Z1407_LRP006b,23.2142222,91.0206382,Bridge,Bridge end,CP,Z1407,6.862,BRIDGE_END
Z1407_LRP007,23.2129722,91.0192493,KmPost,Information missing,CP,Z1407,7.06,ROAD
Z1407_LRP008,23.2056944,91.0136944,KmPost,Information missing,CP,Z1407,8.058,ROAD
Z1407_LRP008a,23.199583,91.0111944,Bridge,Bridge start,CP,Z1407,8.798,BRIDGE_START
Z1407_LRP008b,23.1995274,91.0111667,Bridge,Bridge end,CP,Z1407,8.808,BRIDGE_END
Z1407_LRP009,23.197083,91.0107778,KmPost,"Chitosi 4 km,Ramganj 22 km",CP,Z1407,9.076,ROAD
Z1407_LRP009a,23.1916941,91.0100833,Culvert,Box culvert,CP,Z1407,9.694,ROAD
Z1407_LRP010,23.1881941,91.0095,KmPost,Information missing,CP,Z1407,10.085,ROAD
Z1407_LRP011,23.179416,91.0077222,KmPost,"Chitosi 2 km,Ramganj 20 km",CM,Z1407,11.08,ROAD
Z1407_LRP011a,23.1793882,91.0076944,Bridge,Bridge start,CM,Z1407,11.086,BRIDGE_START
Z1407_LRP011b,23.1790827,91.0076389,Bridge,Bridge end,CM,Z1407,11.12,BRIDGE_END
Z1407_LRP012,23.1703882,91.0063611,KmPost,Chitosi 1 km,CP,Z1407,12.096,ROAD
Z1407_LRP012a,23.1684716,91.0061944,"SideRoad,Left",Side road left,CP,Z1407,12.314,ROAD
Z1407_LRP012b,23.167666,91.0056389,Bridge,Bridge start,CP,Z1407,12.423,BRIDGE_START
Z1407_LRP012c,23.1669993,91.0051389,Bridge,Bridge end,CP,Z1407,12.514,BRIDGE_END
Z1407_LRP012d,23.1637778,91.00225,CrossRoad,Cross road Z1430,CP,Z1407,12.973,ROAD
Z1407_LRP013,23.1636944,91.0013056,KmPost,Km post missing,CP,Z1407,13.096,ROAD
Z1407_LRP013a,23.1628056,90.9955274,Culvert,Box culvert,CP,Z1407,13.699,ROAD
Z1407_LRP014,23.1620833,90.9916108,KmPost,Ramganj 17 km,CP,Z1407,14.112,ROAD
Z1407_LRP014a,23.1612778,90.9888052,Culvert,Box culvert,CP,Z1407,14.414,ROAD
Z1407_LRP014b,23.1609167,90.9872774,Culvert,Box culvert,CP,Z1407,14.576,ROAD
Z1407_LRP015,23.1596667,90.982166,KmPost,Ramganj 16 km,CP,Z1407,15.12,ROAD
Z1407_LRP015a,23.1590556,90.9802493,Culvert,Box culvert,CP,Z1407,15.335,ROAD
Z1407_LRP015b,23.1578056,90.9760827,Culvert,Box culvert,CP,Z1407,15.782,ROAD
Z1407_LRP016,23.1569167,90.972916,KmPost,Ramganj 15 km,CP,Z1407,16.123,ROAD
Z1407_LRP017,23.155,90.9636667,KmPost,Ramganj 14 km,CP,Z1407,17.137,ROAD
Z1407_LRP017a,23.1544167,90.9626111,Culvert,Box culvert,CP,Z1407,17.262,ROAD
Z1407_LRP018,23.1501667,90.9554444,KmPost,Km post missing,CP,Z1407,18.137,ROAD
Z1407_LRP018a,23.1492774,90.9538056,Culvert,Box culvert,CP,Z1407,18.333,ROAD
Z1407_LRP019,23.1451108,90.9474163,KmPost,Ramganj 12 km,CP,Z1407,19.145,ROAD
Z1407_LRP019a,23.1442219,90.9463886,Bridge,Bridge start,CP,Z1407,19.291,BRIDGE_START
Z1407_LRP019b,23.1441386,90.9463052,Bridge,Bridge end,CP,Z1407,19.305,BRIDGE_END
Z1407_LRP019c,23.1440274,90.9462219,CrossRoad,Side Road,CP,Z1407,19.319,ROAD
Z1407_LRP020,23.1418886,90.9387774,KmPost,Ramganj 11 km,CP,Z1407,20.149,ROAD
Z1407_LRP021,23.1403886,90.9331104,KmPost / KmPost,"Ramganj 9 km, Laxmipur RHD Start / Ramganj 9 km, Laxmipur RHD Start",LK,Z1407,20.759,ROAD
Z1407_LRP021a,23.1393052,90.9297493,Bridge,Bridge start,LK,Z1407,21.139,BRIDGE_START
Z1407_LRP021b,23.1392219,90.929666,Bridge,Bridge end,LK,Z1407,21.153,BRIDGE_END
Z1407_LRP022,23.1357497,90.9249438,KmPost,Ramganj 8 km,LK,Z1407,21.777,ROAD
Z1407_LRP023,23.1312216,90.9165556,KmPost,Ramganj 7 km,LK,Z1407,22.774,ROAD
Z1407_LRP023a,23.1309993,90.9159722,Bridge,Bridge start,LK,Z1407,22.843,BRIDGE_START
Z1407_LRP023b,23.1309438,90.9158611,Bridge,Bridge end,LK,Z1407,22.859,BRIDGE_END
Z1407_LRP023c,23.1308882,90.9157222,"SideRoad,Right",Z1824,LK,Z1407,22.872,ROAD
Z1407_LRP023d,23.1306382,90.9153056,"SideRoad,Left","Z1417 , Road to Chatkhill",LK,Z1407,22.923,ROAD
Z1407_LRP023e,23.1273327,90.9086944,Bridge,Bridge start,LK,Z1407,23.712,BRIDGE_START
Z1407_LRP023f,23.1273049,90.9086389,Bridge,Bridge end,LK,Z1407,23.722,BRIDGE_END
Z1407_LRP024,23.1269993,90.9081389,KmPost,Ramganj 6 km,LK,Z1407,23.782,ROAD
Z1407_LRP025,23.1220271,90.8999719,KmPost,Ramganj 5 km,LK,Z1407,24.786,ROAD
Z1407_LRP025a,23.1185827,90.8954441,Bridge,Bridge start,LK,Z1407,25.393,BRIDGE_START
Z1407_LRP025b,23.1184993,90.8953608,Bridge,Bridge end,LK,Z1407,25.404,BRIDGE_END
Z1407_LRP026,23.1161944,90.892583,KmPost,Ramganj 4 km,LK,Z1407,25.795,ROAD
Z1407_LRP026a,23.1148333,90.8884997,Bridge,Bridge start,LK,Z1407,26.259,BRIDGE_START
Z1407_LRP026b,23.1148611,90.8883886,Bridge,Bridge end,LK,Z1407,26.274,BRIDGE_END
Z1407_LRP027,23.1150556,90.8832771,KmPost,Ramganj 3 km,LK,Z1407,26.805,ROAD
Z1407_LRP027a,23.1145,90.8764993,Bridge,Bridge start,LK,Z1407,27.506,BRIDGE_START
Z1407_LRP027b,23.1144444,90.8763604,Bridge,Bridge end,LK,Z1407,27.519,BRIDGE_END
Z1407_LRP028,23.11425,90.8735271,KmPost,Km post missing,LK,Z1407,27.805,ROAD
Z1407_LRP029,23.1103333,90.8652222,KmPost,Ramganj 1 km,LK,Z1407,28.818,ROAD
Z1407_LRP029a,23.1102778,90.8651667,Culvert,Box culvert,LK,Z1407,28.827,ROAD
Z1407_LRPE,23.1073056,90.8595556,Others,End of road Intersection with R142 at Ramganj,LK,Z1407,29.513,ROAD
Z1407_LRPS,23.2701938,91.0456108,Others,Start of Road from R140 at Muddafarganj.,CM,Z1407,0,ROAD
Z1411_LRP001,23.2628611,91.0067778,KmPost,Information missing,CP,Z1411,0.005,ROAD
Z1411_LRP001a,23.2649722,91.0064722,Culvert,Pipe culvert,CP,Z1411,0.235,ROAD
Z1411_LRP002,23.2709716,91.0061667,KmPost,Km post missing,CM,Z1411,1.005,ROAD
Z1411_LRP002a,23.2713604,91.0049444,Culvert,Pipe culvert,CP,Z1411,1.178,ROAD
Z1411_LRP003,23.2762216,91.0005,KmPost,Km post missing,CP,Z1411,2.005,ROAD
Z1411_LRP003a,23.2794993,91.0023611,Culvert,Box culvert,CM,Z1411,2.37,ROAD
Z1411_LRP004,23.2851108,91.0014167,KmPost,Km post missing,CM,Z1411,3.005,ROAD
Z1411_LRP004a,23.2891108,90.9997219,Bridge,Bridge start,CM,Z1411,3.56,BRIDGE_START
Z1411_LRP004b,23.2891663,90.9997219,Bridge,Bridge end,CM,Z1411,3.568,BRIDGE_END
Z1411_LRP005,23.2924441,90.9984997,KmPost,Km post missing,CM,Z1411,4.005,ROAD
Z1411_LRP005a,23.2947774,91.0013611,Culvert,Box culvert,CM,Z1411,4.525,ROAD
Z1411_LRP006,23.2968052,91.0030278,KmPost,Information missing,CM,Z1411,4.94,ROAD
Z1411_LRP006a,23.30375,91.0015556,Culvert,Box culvert,CM,Z1411,5.767,ROAD
Z1411_LRP007,23.30575,91.0015833,KmPost,Km post missing,CM,Z1411,5.94,ROAD
Z1411_LRP007a,23.3127778,91.0002778,Bridge,Bridge start,CM,Z1411,6.796,BRIDGE_START
Z1411_LRP007b,23.31275,91.00025,Bridge,Bridge end,CM,Z1411,6.806,BRIDGE_END
Z1411_LRP008,23.3146667,91.0004722,KmPost,Km post missing,CM,Z1411,6.94,ROAD
Z1411_LRP008a,23.3196382,90.9994997,Bridge,Bridge start,CM,Z1411,7.612,BRIDGE_START
Z1411_LRP008b,23.319666,90.9994441,Bridge,Bridge end,CM,Z1411,7.62,BRIDGE_END
Z1411_LRP009,23.3220271,90.9996663,KmPost,Km post missing,CM,Z1411,7.94,ROAD
Z1411_LRP009a,23.3226938,90.9994163,Culvert,Box Culvert,CM,Z1411,8.04,ROAD
Z1411_LRP009b,23.3291382,90.9986108,Culvert,Slab culvert,CM,Z1411,8.89,ROAD
Z1411_LRP010,23.3292493,90.9991663,KmPost,Km post missing,CM,Z1411,8.94,ROAD
Z1411_LRP011,23.3343608,91.0043056,KmPost,Barura 9.0 km,CM,Z1411,9.94,ROAD
Z1411_LRP011a,23.3374441,91.0084722,Culvert,Box culvert,CM,Z1411,10.66,ROAD
Z1411_LRP012,23.3387219,91.0100278,KmPost,Km post missing,CM,Z1411,10.94,ROAD
Z1411_LRP012a,23.3410552,91.0112222,"Turnoff,Left",Road left turn,CM,Z1411,11.22,ROAD
Z1411_LRP012b,23.3411386,91.0099167,"Turnoff,Right",Road right turn to barura,CM,Z1411,11.25,ROAD
Z1411_LRP013,23.3466663,91.0111667,KmPost,Km post missing,CM,Z1411,11.94,ROAD
Z1411_LRP013a,23.3503889,91.0123611,"Turnoff,Right",Road right turn to Barura,CM,Z1411,12.52,ROAD
Z1411_LRP013b,23.3504167,91.01425,Bridge,Bridge start at Shasaia,CM,Z1411,12.718,BRIDGE_START
Z1411_LRP013c,23.3503889,91.0143889,Bridge,Bridge end,CM,Z1411,12.733,BRIDGE_END
Z1411_LRP014,23.3505,91.0164167,KmPost,Km post mising,CM,Z1411,12.94,ROAD
Z1411_LRP014a,23.3509722,91.0231938,Culvert,Box Culvert,CM,Z1411,13.68,ROAD
Z1411_LRP015,23.3534722,91.022916,KmPost,Barura 5 km,CM,Z1411,13.97,ROAD
Z1411_LRP015a,23.3546389,91.023416,Culvert,Box Culvert,CM,Z1411,14.152,ROAD
Z1411_LRP016,23.3552222,91.0240827,KmPost,Barura 4 km,CM,Z1411,14.275,ROAD
Z1411_LRP017,23.3582222,91.0318604,KmPost,Infor.Missing,CM,Z1411,15.32,ROAD
Z1411_LRP017a,23.3580556,91.0333049,Culvert,Box Culvert,CM,Z1411,15.472,ROAD
Z1411_LRP017b,23.3580833,91.0394997,Culvert,Slab culvert,CM,Z1411,16.156,ROAD
Z1411_LRP018,23.3596111,91.0394997,KmPost,Barura 2.0 km,CM,Z1411,16.34,ROAD
Z1411_LRP018a,23.3601111,91.0399719,Culvert,Box Culvert,CM,Z1411,16.452,ROAD
Z1411_LRP018b,23.3621389,91.0401108,Culvert,Box culvert,CM,Z1411,16.694,ROAD
Z1411_LRP019,23.3653333,91.0403608,KmPost,Infor.missing,CM,Z1411,17.055,ROAD
Z1411_LRP019a,23.3654444,91.0403608,Culvert,Box culvert,CM,Z1411,17.075,ROAD
Z1411_LRP019b,23.3656667,91.0406941,Culvert,Box culvert,CM,Z1411,17.127,ROAD
Z1411_LRP019c,23.3663611,91.042833,Culvert,Box culvert,CM,Z1411,17.367,ROAD
Z1411_LRP020,23.3663333,91.043083,KmPost,Barura 1.0 km,CM,Z1411,17.405,ROAD
Z1411_LRP020a,23.3698604,91.0438052,Culvert,2 V-Box Culvert,CM,Z1411,17.865,ROAD
Z1411_LRP021,23.3746382,91.0440274,KmPost,Km post missing,CM,Z1411,18.405,ROAD
Z1411_LRP021a,23.375166,91.0463886,Culvert,Box Culvert,CM,Z1411,18.664,ROAD
Z1411_LRP021b,23.3760549,91.0522778,Culvert,Box culvert,CM,Z1411,19.304,ROAD
Z1411_LRP021c,23.3756382,91.0532778,Culvert,Cross drain,CM,Z1411,19.397,ROAD
Z1411_LRP022,23.3755827,91.0533333,KmPost,Km Post Missing,CM,Z1411,19.405,ROAD
Z1411_LRPE,23.3762771,91.0563611,Others,Road Connec with Z- 1401 at Barura,CM,Z1411,19.71,ROAD
Z1411_LRPS,23.2628333,91.0067778,Others,Road start from R-140 at Khajura.,CP,Z1411,0,ROAD
Z1412_LRP001a,23.2091111,90.6756104,Others,River end,CP,Z1412,1.006,GAP_END
Z1412_LRP001b,23.2066111,90.6846941,Culvert / KmPost,Box Culvert / Km post missing,CP,Z1412,1.999,ROAD
Z1412_LRP002a,23.2064444,90.6889163,CrossRoad,R140,CP,Z1412,2.529,ROAD
Z1412_LRP003,23.2074167,90.6931663,KmPost,Km post missing,CP,Z1412,3,ROAD
Z1412_LRP003a,23.2056389,90.7015833,Bridge,Bridge start,CP,Z1412,3.821,BRIDGE_START
Z1412_LRP003b,23.2055,90.7020833,Bridge,Bridge end,CP,Z1412,3.904,BRIDGE_END
Z1412_LRP004,23.2054167,90.7030833,KmPost,Km post missing,CP,Z1412,4,ROAD
Z1412_LRP005,23.2094722,90.7126667,KmPost,Ramganj 22 km,CP,Z1412,5.234,ROAD
Z1412_LRP006,23.2110556,90.7221382,KmPost,Km post missing,CP,Z1412,6.234,ROAD
Z1412_LRP007,23.2096389,90.7316938,KmPost,Km post missing,CP,Z1412,7.234,ROAD
Z1412_LRP008,23.2058889,90.7416386,KmPost,Ramganj 19 km,CP,Z1412,8.356,ROAD
Z1412_LRP009,23.2062222,90.7511667,KmPost,Ramganj 18 km,CP,Z1412,9.356,ROAD
Z1412_LRP010,23.2065278,90.7601944,KmPost,Km post missing,CP,Z1412,10.356,ROAD
Z1412_LRP011,23.21025,90.7689993,KmPost,Ramganj 16 km,CP,Z1412,11.356,ROAD
Z1412_LRP012,23.2086667,90.7785549,KmPost,Km post missing,CP,Z1412,12.356,ROAD
Z1412_LRP013,23.2074444,90.7878608,KmPost,Km post missing,CP,Z1412,13.356,ROAD
Z1412_LRP014,23.2042222,90.7970552,KmPost,Km post missing,CP,Z1412,14.356,ROAD
Z1412_LRP015,23.2043056,90.8062222,KmPost,Km post missing,CP,Z1412,15.356,ROAD
Z1412_LRP016,23.1986663,90.8134167,KmPost,Km post missing,CP,Z1412,16.356,ROAD
Z1412_LRP017,23.1912774,90.8189716,KmPost,Km post missing,CP,Z1412,17.356,ROAD
Z1412_LRP018,23.1837219,90.8243049,KmPost,Km post missing,CP,Z1412,18.356,ROAD
Z1412_LRP019,23.1755549,90.8286104,KmPost,Km post missing,CP,Z1412,19.356,ROAD
Z1412_LRP020,23.1669993,90.8318882,KmPost,Km post broken,CP,Z1412,20.41,ROAD
Z1412_LRP020a,23.1618889,90.8336663,Culvert,Sluice gate,CP,Z1412,21,ROAD
Z1412_LRP021,23.1583333,90.834583,KmPost,Km post missing,CP,Z1412,21.41,ROAD
Z1412_LRP022,23.1549722,90.8435552,KmPost,Km post missing,CP,Z1412,22.41,ROAD
Z1412_LRP022a,23.1545278,90.8459997,Others / Others,Start Laxmipur road Division / Start Laxmipur road Division,CP,Z1412,22.672,ROAD
Z1412_LRP023,23.1519722,90.8514444,KmPost,Km post broken,CP,Z1412,23.43,ROAD
Z1412_LRP024,23.1471386,90.85775,KmPost,Km post missing,LK,Z1412,24.43,ROAD
Z1412_LRP025,23.138833,90.85675,KmPost,Km post missing,LK,Z1412,25.43,ROAD
Z1412_LRP026,23.1304438,90.8582222,KmPost,Km post missing,LK,Z1412,26.43,ROAD
Z1412_LRP027,23.1219993,90.8567778,KmPost,Km post missing,LK,Z1412,27.43,ROAD
Z1412_LRP028,23.1141111,90.8539167,KmPost,Km post missing,LK,Z1412,28.43,ROAD
Z1412_LRP029,23.1063333,90.8566944,KmPost,Km post missing,LK,Z1412,29.43,ROAD
Z1412_LRP030,23.0974441,90.8581389,KmPost,Km post missing,LK,Z1412,30.43,ROAD
Z1412_LRPE,23.0958608,90.8583056,Others,"Road End with Z1422 at Pickup Stand ,Ramganj.",LK,Z1412,30.58,ROAD
Z1412_LRPS,23.2146944,90.6681104,Others,"Start of road at Cold Storage mor, Chandpur",CP,Z1412,0,ROAD
Z1412_LRPSa,23.2101944,90.6737216,Others,River start,CP,Z1412,0.78,GAP_START
Z1413_LRP005a,22.61425,90.9562222,Others,Gabtoli Village,LK,Z1413,5.928,ROAD
Z1413_LRP006,22.61428528,90.95689282,KmPost,Km post missing,LK,Z1413,6,ROAD
Z1413_LRP006a,22.6143333,90.9578056,Culvert,Box culvert,LK,Z1413,6.098,ROAD
Z1413_LRP006b,22.6149444,90.9618333,Culvert,Pipe culvert,LK,Z1413,6.531,ROAD
Z1413_LRP007,22.6149167,90.9636667,KmPost,Infor.missing,LK,Z1413,6.65,ROAD
Z1413_LRP007a,22.6138889,90.9687493,"Turnoff,Right",Turn off right,LK,Z1413,7.628,ROAD
Z1413_LRP008,22.6111667,90.9699438,KmPost,Infor.missing,LK,Z1413,7.648,ROAD
Z1413_LRP008a,22.6107222,90.970666,Culvert,Pipe culvert,LK,Z1413,7.719,ROAD
Z1413_LRP008b,22.6065,90.9747771,Culvert,Box culvert,LK,Z1413,8.408,ROAD
Z1413_LRP009,22.6048889,90.9760549,KmPost,Ramgati 5 km,LK,Z1413,8.648,ROAD
Z1413_LRP009a,22.6028611,90.9793604,Culvert,Box culvert,LK,Z1413,9.128,ROAD
Z1413_LRP010,22.6008056,90.9830827,KmPost,Infor.missing,LK,Z1413,9.658,ROAD
Z1413_LRP011,22.5953886,90.9872219,KmPost,Infor.missing,LK,Z1413,10.658,ROAD
Z1413_LRP011a,22.5914163,90.9871108,Culvert,Box culvert,LK,Z1413,11.133,ROAD
Z1413_LRP012,22.5893052,90.9895552,KmPost,Ramgati 2 km,LK,Z1413,11.668,ROAD
Z1413_LRP012a,22.5891941,90.990583,Culvert,Box culvert,LK,Z1413,11.77,ROAD
Z1413_LRP013,22.586833,90.9984441,KmPost,Km post missing,LK,Z1413,12.668,ROAD
Z1413_LRPE,22.5815549,91.0001111,Others,End at Meghna Fishery ghate/Ramgati.,LK,Z1413,13.348,ROAD
Z1413_LRPS,22.6499441,90.9200549,Others,Start from Z1405 at Alaxander.,LK,Z1413,0,ROAD
Z1413_LRPSa,22.6483608,90.9205271,Others,River start/Road,LK,Z1413,0.165,ROAD
Z1414_LRP001,23.2638611,91.1140833,KmPost,Km post broken,CM,Z1414,0.941,ROAD
Z1414_LRP001a,23.2636111,91.1066667,Culvert,Box Culvert,CM,Z1414,1.703,ROAD
Z1414_LRP002,23.2635,91.1043611,KmPost,Km post missing,CM,Z1414,1.941,ROAD
Z1414_LRP002a,23.2634722,91.1028056,Culvert,Box Culvert,CM,Z1414,2.098,ROAD
Z1414_LRP003,23.2632222,91.095833,KmPost,Km post broken,CM,Z1414,2.82,ROAD
Z1414_LRP003a,23.2632778,91.0946941,Culvert,Box Culvert,CM,Z1414,2.945,ROAD
