"road","chainage","lrp","lat","lon","type","name"
"Z2041","4.061","LRP004","24.0166938","90.8661111","KmPost","Raipura 6 km"
"Z2041","4.267","LRP004a","24.0148889","90.8660278","Culvert","Box culvert"
"Z2041","4.52","LRP004b","24.0126389","90.8659722","Culvert","Box culvert"
"Z2041","5.061","LRP005","24.0080278","90.8659722","KmPost","Km post missing"
"Z2041","5.327","LRP005a","24.0056944","90.8655556","Culvert","Box culvert"
"Z2041","5.628","LRP005b","24.0030556","90.8654722","Bridge","Bridge start"
"Z2041","5.644","LRP005c","24.0029167","90.8654444","Bridge","Bridge end"
"Z2041","6.107","LRP006","23.9993886","90.8661111","KmPost","Information missing"
"Z2041","6.419","LRP006a","23.9972219","90.8679993","Culvert","Box culvert"
"Z2041","6.838","LRP006b","23.9946108","90.8717771","Turnoff,Left","R114"
"Z2041","6.911","LRP006c","23.9945274","90.8717216","RailRoadCrossing","Rail road crossing"
"Z2041","7.141","LRP007","23.9929997","90.8732493","KmPost","Information missing"
"Z2041","8.141","LRP008","23.9846108","90.8763327","KmPost","Km post missing"
"Z2041","8.199","LRP008a","23.9843608","90.8767216","Bridge","Bridge start"
"Z2041","8.289","LRP008b","23.9841108","90.8775827","Bridge","Bridge end"
"Z2041","8.32","LRPE","23.9839163","90.8787493","Others","End of road at Raipura."
"Z2042","0","LRPS","24.0341386","90.8320827","Others","Start of road from of N2 Morjal."
"Z2042","0.901","LRP001","24.0418886","90.8337497","KmPost","Belabo 9 km"
"Z2042","1.901","LRP002","24.0504722","90.8353886","KmPost","Km Post Broken"
"Z2042","2.453","LRP002a","24.05475","90.8357774","Bridge","Bridge Start"
"Z2042","2.48","LRP002b","24.0548611","90.8359719","Bridge","Bridge End"
"Z2042","2.916","LRP003","24.0582778","90.8381108","KmPost","Belabo 7 km"
"Z2042","3.947","LRP004","24.0664167","90.8414997","KmPost","Belabo 6 km"
"Z2042","4.005","LRP004a","24.067666","90.8420552","Culvert","Pipe Culvert"
"Z2042","4.947","LRP005","24.0739993","90.8457497","KmPost","Km post missing"
"Z2042","5.613","LRP005a","24.0793049","90.8487219","Culvert","Box culvert"
"Z2042","5.652","LRP005b","24.0796382","90.8488052","Culvert","Box Culvert"
"Z2042","5.974","LRP006","24.082416","90.8492219","KmPost","Belabo 4 km"
"Z2042","5.988","LRP006a","24.0822493","90.8492774","Culvert","Pipe culvert"
"Z2042","6.138","LRP006b","24.083833","90.8495552","Culvert","Box Culvert"
"Z2042","6.832","LRP006c","24.0899997","90.8499163","Culvert","Box culvert"
"Z2042","6.968","LRP007","24.0911941","90.8501111","KmPost","Belabo 3 km"
"Z2042","7.19","LRP007a","24.0930274","90.8509167","Culvert","Box Culvert"
"Z2042","7.265","LRP007b","24.093583","90.8513333","Culvert","Box Culvert"
"Z2042","7.984","LRP008","24.0994719","90.8526944","KmPost","Km post broken"
"Z2042","8.472","LRP009","24.10375","90.8521389","KmPost","Belabo bazar"
"Z2042","8.648","LRPE","24.1050833","90.8514167","Others","Intersection with Z2121"
"Z2044","0","LRPS","24.0427774","90.7384441","Others","start of road at Round  about near at Shibpur"
"Z2044","0.068","LRP001","24.0431108","90.7381108","KmPost","Dulalpur 6 km, Lakpur 17 km"
"Z2044","1.05","LRP002","24.0445552","90.7289438","KmPost","Dulalpur 5 km, Lakpur 16 km"
"Z2044","1.081","LRP002a","24.0446663","90.7286104","Culvert","Box Culvert"
"Z2044","2.022","LRP003","24.0494997","90.7212493","KmPost","Dulalpur 4 km, Lakpur 15 km"
"Z2044","2.145","LRP003a","24.0498608","90.7201382","Culvert","Box Culvert"
"Z2044","2.552","LRP003b","24.0510278","90.7163333","Culvert","Box Culvert"
"Z2044","3.02","LRP004","24.0519167","90.7118333","KmPost","Dulalpur 3 km, Lakpur 14 km"
"Z2044","3.741","LRP004a","24.0525833","90.7049167","Culvert","Box Culvert"
"Z2044","4.034","LRP005","24.0523056","90.7020278","KmPost","Dulalpur 2 km, Lakpur 13 km"
"Z2044","4.704","LRP005a","24.0518056","90.6956108","Culvert","Box culvert"
"Z2044","5.039","LRP006","24.0515833","90.6923608","KmPost","Dulalpur 1 km, Lakpur 12 km"
"Z2044","5.83","LRP006a","24.0490274","90.6851941","Culvert","Masonry Slub  Culvert"
"Z2044","5.99","LRP006b","24.0483886","90.6837497","Culvert","Box Culvert"
"Z2044","6.048","LRP007","24.0481941","90.6833049","KmPost","Dulalpur 0 km, Lakpur 11 km"
"Z2044","6.351","LRP007a","24.0470274","90.6806382","SideRoad,Left","Road to Charsindur (Z2045)"
"Z2044","6.791","LRP007b","24.05075","90.6819716","Culvert","Box Culvert"
"Z2044","7.047","LRP008","24.0528333","90.6829716","KmPost","Lakpur 10 km"
"Z2044","7.053","LRP008a","24.0528889","90.6830271","Culvert","Box culvert"
"Z2044","7.174","LRP008b","24.0538056","90.6836108","Culvert","Masonry Slub  Culvert"
"Z2044","7.23","LRP008c","24.05425","90.6838608","Culvert","Masonry slub  culvert"
"Z2044","7.468","LRP008d","24.0559167","90.6850552","Culvert","Masonry slub  culvert"
"Z2044","8.064","LRP009","24.0606111","90.6880274","KmPost","Lakpur 9 km"
"Z2044","8.07","LRP009a","24.0606667","90.6880552","Culvert","Box culvert"
"Z2044","9.022","LRP009b","24.0683882","90.6919997","Culvert","Box culvert"
"Z2044","9.064","LRP010","24.0688049","90.6921108","KmPost","km post missing"
"Z2044","9.594","LRP010a","24.0734438","90.6931386","Culvert","Box Culvert"
"Z2044","10.077","LRP011","24.0776938","90.6938886","KmPost","Lakpur 7 km"
"Z2044","10.661","LRP011a","24.0828049","90.695083","Culvert","Masonry slub  culvert"
"Z2044","10.8","LRP011b","24.0828049","90.6948052","Culvert","Masonry slub  culvert"
"Z2044","11.124","LRP012","24.0804993","90.6928886","KmPost","Lakpur 6 km"
"Z2044","11.208","LRP012a","24.079916","90.6923886","Culvert","Masonry slub  culvert"
"Z2044","11.322","LRP012b","24.0790549","90.6916386","Culvert","Masonry slub  culvert"
"Z2044","11.418","LRP012c","24.078416","90.6911108","Culvert","Masonry slub  culvert"
"Z2044","12.089","LRP012d","24.0755271","90.685583","Culvert","Box culvert"
"Z2044","12.13","LRP013","24.0753882","90.6851386","KmPost","Lakpur 5 km"
"Z2044","12.876","LRP013a","24.0733049","90.6949163","Culvert","Masonry slub  culvert"
"Z2044","13.142","LRP014","24.0725827","90.6758327","KmPost","Lakpur 4 km"
"Z2044","13.365","LRP014a","24.0719438","90.6737771","Culvert","Masonry slub  culvert"
"Z2044","13.533","LRP014b","24.0717493","90.672166","Culvert","2vent Box Culvert"
"Z2044","13.541","LRP014c","24.0717493","90.6720549","Bridge","Bridge End"
"Z2044","13.814","LRP014d","24.0717493","90.669416","Culvert","Masonry slub  culvert"
"Z2044","14.11","LRP014e","24.0718049","90.6665556","Culvert","Masonry slub  culvert"
"Z2044","14.157","LRP015","24.0718049","90.6660833","KmPost","Lakpur 3 km"
"Z2044","14.228","LRP015a","24.0718327","90.6653611","Culvert","Box culvert"
"Z2044","14.665","LRP015b","24.0719438","90.6611389","Culvert","Masonry slub  culvert"
"Z2044","15.152","LRP016","24.072416","90.6563889","KmPost","Lakpur 2 km"
"Z2044","16.152","LRP017","24.0708049","90.6467774","KmPost","Lakpur 1 km"
"Z2044","17.022","LRP017a","24.0723604","90.639083","Culvert","Box culvert"
"Z2044","17.028","LRP018","24.0723882","90.639083","KmPost","Hatirdia 9 km"
"Z2044","17.531","LRP018a","24.0764438","90.6410274","Others","Sluice gate"
"Z2044","17.592","LRP018b","24.0768882","90.6413886","Culvert","Box culvert"
"Z2044","18.031","LRP019","24.0807493","90.6419997","KmPost","Hatirdia 8 km"
"Z2044","18.543","LRP019a","24.0841941","90.6449997","Culvert","Box Culvert"
"Z2044","18.807","LRP019b","24.0857774","90.6469163","Culvert","Box culvert"
"Z2044","19.022","LRP020","24.0871386","90.6484441","KmPost","Hatirdia 7 km"
"Z2044","19.48","LRP020a","24.0899719","90.6514444","Culvert","Box Culvert"
"Z2044","19.678","LRP020b","24.091083","90.653","Culvert","Box culvert"
"Z2044","19.783","LRP020c","24.091333","90.6540278","Culvert","Pipe Culvert"
"Z2044","20.044","LRP021","24.0914441","90.6563889","KmPost","Hatirdia 6 km"
"Z2044","20.166","LRP021a","24.0915274","90.65075","Culvert","BVox Culvert"
"Z2044","20.756","LRP021b","24.0928608","90.6628889","Culvert","Box culvert"
"Z2044","21.037","LRP022","24.0931386","90.6655833","KmPost","Hatirdia 5 km"
"Z2044","21.349","LRP022a","24.0937219","90.6685827","Culvert","Box Culvert"
"Z2044","21.521","LRP022b","24.0941941","90.6701382","Culvert","Box culvert"
"Z2044","21.61","LRP022c","24.0944441","90.6709438","Culvert","Box Culvert"
"Z2044","22.053","LRP023","24.0951108","90.6752493","KmPost","Hatirdia 4 km"
"Z2044","23.021","LRP023a","24.097583","90.6842774","Culvert","Masonry slub  culvert"
"Z2044","23.051","LRP024","24.0976108","90.6844997","KmPost","Hatirdia 3 km"
"Z2044","23.243","LRP024a","24.0977219","90.6864163","Culvert","Masonry slub  culvert"
"Z2044","23.511","LRP024b","24.097833","90.6889997","Culvert","Box culvert"
"Z2044","23.809","LRP024c","24.0979441","90.6918886","Culvert","Box Culvert"
"Z2044","24.043","LRP025","24.0980552","90.6943608","KmPost","Hatirdia 2 km"
"Z2044","24.106","LRP025a","24.0979441","90.6949997","Culvert","Box culvert"
"Z2044","24.606","LRP025b","24.0984997","90.6997497","Culvert","Box culvert"
"Z2044","25.067","LRPE","24.0981941","90.7040833","Others","Road end at intersection with R 313 Hatirdia."
"Z2045","0","LRPS","23.9088889","90.6662778","Others","Start of road from R301 at Asmandir char"
"Z2045","0.015","LRPSa","23.9094444","90.6665","Culvert","Box culvert"
"Z2045","0.725","LRPSb","23.9152778","90.6688882","Culvert","Box Culvert"
"Z2045","1","LRP001","23.9170271","90.6702771","KmPost","Km post missing"
"Z2045","2.043","LRP002","23.9253049","90.674916","KmPost","Information missing"
"Z2045","2.889","LRP002a","23.9305827","90.680916","RailRoadCrossing","Rail road crossing"
"Z2045","3.015","LRP003","23.931416","90.6817493","KmPost","Charsindur 12 km"
"Z2045","3.093","LRP003a","23.9317771","90.6823049","Culvert","Pipe Culvert"
"Z2045","4.015","LRP004","23.9382497","90.6880552","KmPost","Km post missing"
"Z2045","4.978","LRP005","23.9468052","90.6900274","KmPost","Information missing"
"Z2045","5.978","LRP006","23.9555833","90.6886386","KmPost","Km post missing"
"Z2045","6.546","LRP006a","23.9611389","90.6871386","Culvert","Box Culvert"
"Z2045","6.978","LRP007","23.96425","90.6863052","KmPost","Km post missing"
"Z2045","7.538","LRP007a","23.9697216","90.684333","SideRoad,Left","Z 2039 Lshakhali to palas"
"Z2045","7.937","LRP008","23.9731938","90.6830549","KmPost","Information missing"
"Z2045","8.793","LRP008a","23.9806382","90.6805827","Culvert","Box Culvert"
"Z2045","8.937","LRP009","23.9814993","90.6798327","KmPost","Km post missing"
"Z2045","9.217","LRP009a","23.984833","90.6775271","SideRoad,Left","Z 2037 to palas"
"Z2045","9.907","LRP010","23.9898052","90.6761938","KmPost","Dhaka 58 km"
"Z2045","10.778","LRP010a","23.9974997","90.6743882","Culvert","Box culvert"
"Z2045","10.899","LRP011","23.9981663","90.6738327","KmPost","Information missing"
"Z2045","11.773","LRP011a","24.00075","90.66575","Culvert","Box culvert"
"Z2045","11.899","LRP012","24.0011389","90.6649444","KmPost","Km post missing"
"Z2045","12.899","LRP013","24.0030278","90.6553611","KmPost","Km post missing"
"Z2045","13.899","LRP014","24.0097222","90.6587222","KmPost","Information missing"
"Z2045","14.899","LRP015","24.0168327","90.6643333","KmPost","R310"
"Z2045","15.729","LRP015a","24.0241382","90.6692216","Bridge","Start of bridge"
"Z2045","15.755","LRP015b","24.0243604","90.6693604","Bridge","End of bridge"
"Z2045","15.899","LRP016","24.0243882","90.6693604","KmPost","Km post missing"
"Z2045","16.828","LRP017","24.0306382","90.6732493","KmPost","Information missing"
"Z2045","17.003","LRP017a","24.0321382","90.673916","Culvert","Box culvert"
"Z2045","17.081","LRP017b","24.0328049","90.6742216","Culvert","Box culvert"
"Z2045","17.259","LRP017c","24.0342497","90.6749438","Culvert","Box culvert"
"Z2045","17.45","LRP017d","24.0358886","90.6757771","Culvert","Box culvert"
"Z2045","17.781","LRP018","24.0387219","90.6770271","KmPost","Information missing"
"Z2045","17.946","LRP018a","24.0400274","90.677666","Culvert","Box culvert"
"Z2045","18.092","LRP018b","24.0413886","90.6782216","Culvert","Slub Culvert"
"Z2045","18.617","LRP018c","24.045833","90.6801382","Culvert","Slub Culvert"
"Z2045","18.69","LRP018d","24.0463608","90.680416","Bridge","Bridge start"
"Z2045","18.704","LRP018e","24.0463886","90.6804993","Bridge","Bridge end"
"Z2045","18.77","LRPE","24.0469997","90.6806382","Others","End of road at intersection with Z 2044 at Dulalpur"
"Z2047","0","LRPS","23.8934997","90.6644722","Others","Start of road from N2 at Panchdona, Shakerhat ."
"Z2047","0.68","LRPSa","23.8929997","90.6579167","Culvert","Box Culvert"
"Z2047","0.982","LRP001","23.8931108","90.6550278","KmPost","Danga 7km"
"Z2047","1.307","LRP001a","23.8927497","90.6518889","Culvert","Box Culvert"
"Z2047","1.649","LRP001b","23.8917497","90.6487219","SideRoad,Left","Z 2038 to Jehastala"
"Z2047","1.803","LRP001c","23.8916386","90.6471941","Culvert","Box Culvert"
"Z2047","1.9","LRP002","23.8915274","90.6467219","KmPost","Danga 6Km, Kaliganj 10Km"
"Z2047","2.24","LRP002a","23.8902219","90.6437774","Culvert","Box Culvert"
"Z2047","2.91","LRP003","23.8884997","90.637833","KmPost","Darga 5Km"
"Z2047","3.25","LRP003a","23.8896663","90.6347774","Bridge","Bridge start"
"Z2047","3.263","LRP003b","23.8896663","90.6346663","Bridge","Bridge end"
"Z2047","3.64","LRP003c","23.8897774","90.6310271","Culvert","Box Culvert"
"Z2047","3.91","LRP004","23.8909163","90.6288049","KmPost","Danga 4km"
"Z2047","4.951","LRP005","23.8893608","90.6190827","KmPost","Danga 3kM, Kaliganj"
"Z2047","5.01","LRP005a","23.8892219","90.6183882","Culvert","Box Culvert"
"Z2047","5.698","LRP005b","23.8889719","90.6116667","Culvert","Box Culvert"
"Z2047","5.95","LRP006","23.8889997","90.6093056","KmPost","Danga 2Km, Ghorashal"
"Z2047","6.83","LRP006a","23.8880552","90.6007778","Culvert","Box culvert"
"Z2047","6.9","LRP007","23.8881108","90.6002222","KmPost","Danga 1Km, Kaligonj 5Km"
"Z2047","7.9","LRP008","23.894333","90.5936663","KmPost","Km Post missing"
"Z2047","8.84","LRP009","23.9010833","90.5924719","KmPost","Ghorashal 7Km"
"Z2047","9.52","LRP009a","23.9058056","90.5947219","Culvert","Box Culvert"
"Z2047","9.83","LRP010","23.9085278","90.5947774","KmPost","Gorashal 6km"
"Z2047","10.21","LRP010a","23.9114444","90.5957774","Culvert","Box Culvert"
"Z2047","10.81","LRP011","23.9158611","90.5958608","KmPost","Ghorashal 5Km"
"Z2047","11.77","LRP012","23.9203604","90.6001944","KmPost","Ghorashal 4Km"
"Z2047","12.74","LRP013","23.9226104","90.6071944","KmPost","Ghorashal 3Km"
"Z2047","13.72","LRP014","23.9240271","90.6140833","KmPost","Ghorashal 2Km"
"Z2047","14.74","LRP015","23.9301938","90.6182771","KmPost","Ghorashal 1Km"
"Z2047","15.74","LRP016","23.9385274","90.6186938","KmPost","Km post missing"
"Z2047","15.848","LRP016a","23.9394719","90.618916","CrossRoad","R 301"
"Z2047","16.022","LRPE","23.9404441","90.6188882","Others","End of the road intersecting  Z2039"
"Z2048","0","LRPS","23.8964719","90.5916108","Others","The road starts from Dangabazar"
"Z2048","0.394","LRPSa","23.8988886","90.5887774","Culvert","Box Culvert"
"Z2048","0.974","LRP001","23.9013889","90.5837774","KmPost","Km post missing"
"Z2048","1.17","LRP001a","23.9019722","90.5821938","Bridge","Baily Bridge starts"
"Z2048","1.19","LRP001b","23.902","90.5820271","Bridge","Baily Bridge end"
"Z2048","1.62","LRP001c","23.9040556","90.5782493","Culvert","Pipe Culvert"
"Z2048","2","LRP002","23.9057778","90.5757771","KmPost","Km post missing"
"Z2048","3","LRP003","23.9135833","90.5687493","KmPost","Km post missing"
"Z2048","3.454","LRPE","23.9157222","90.5673327","Others","End of The Road at Islampur Kheyaghat."
"Z2049","0","LRPS","24.1415552","90.7032222","Others","Start of road from R211 at Hatemdi"
"Z2049","1","LRP001","24.1442774","90.6951941","KmPost","km post missing"
"Z2049","2","LRP002","24.151","90.7012222","KmPost","km post missing"
"Z2049","2.459","LRP002a","24.153","90.7051944","Bridge","3.8 Km (Manually)"
"Z2049","2.463","LRP002b","24.1530278","90.7052222","Bridge","Bridge end"
"Z2049","2.797","LRP002c","24.1544444","90.7080556","Culvert","Box culvert"
"Z2049","2.88","LRP002d","24.1546667","90.7084167","Culvert","Slab culvert"
"Z2049","3.008","LRP003","24.1553889","90.7097778","KmPost","Dhaka 82km"
"Z2049","3.174","LRP003a","24.1565","90.7108333","Culvert","Box  Culvert"
"Z2049","3.806","LRP003b","24.1608889","90.7140278","Culvert","Pipe  Culvert"
"Z2049","3.901","LRP003c","24.1616111","90.7149167","Culvert","Pipe Culvert"
"Z2049","4.21","LRP004","24.16225","90.7158889","KmPost","Hatemdi O km"
"Z2049","4.27","LRP004a","24.1635","90.7178327","Bridge","Bridge start"
"Z2049","4.289","LRP004b","24.1635833","90.7179716","Bridge","Bridge end"
"Z2049","4.407","LRPE","24.1641389","90.718916","Others","End of road of R211 near  Monohardi Bus stand"
"Z2055","0","LRPS","23.9180271","90.7148611","Others","The road starts from Drainbipur"
"Z2055","1","LRP001","23.9128889","90.7106389","KmPost","Km post missing"
"Z2055","1.562","LRP001a","23.9119444","90.7129444","Others","Start of River"
"Z2055","1.989","LRP001b","23.9056944","90.7216938","Others","Earthen road starts after the river"
"Z2055","2","LRP002","23.9055278","90.7221382","KmPost","Km post missing"
"Z2055","2.554","LRP002a","23.9035556","90.7263604","Others","Bituminous road starts"
"Z2055","3","LRP003","23.9028333","90.7299438","KmPost","Km post missing"
"Z2055","4","LRP004","23.895833","90.7300271","KmPost","Km post missing"
"Z2055","4.132","LRP004a","23.894833","90.7296938","Bridge","Bridge start"
"Z2055","4.162","LRP004b","23.8946386","90.7296938","Bridge","Bridge end"
"Z2055","4.596","LRP004c","23.8913886","90.7314438","Culvert","Start of The Bridge"
"Z2055","4.897","LRP004d","23.8892497","90.7328604","Culvert","End fo Bridge"
"Z2055","5","LRP005","23.8884163","90.7337219","KmPost","Km post missing"
"Z2055","6","LRP006","23.8924163","90.7415552","KmPost","Km post missing"
"Z2055","6.452","LRP006a","23.8931663","90.7451663","Culvert","Box Culvert"
"Z2055","7","LRP007","23.8901663","90.7477774","KmPost","Km post missing"
"Z2055","7.641","LRP007a","23.8859719","90.7478052","Culvert","Box Culvert"
"Z2055","7.742","LRP007b","23.8856108","90.7486386","Culvert","Box Culvert"
"Z2055","8","LRP008","23.8851386","90.7505833","KmPost","Km post missing"
"Z2055","8.192","LRP008a","23.8843052","90.7526667","Culvert","Box Culvert"
"Z2055","9","LRP009","23.8796938","90.7575278","KmPost","Km post missing"
"Z2055","9.168","LRP009a","23.8791938","90.7584722","Bridge","Start of Bridge"
"Z2055","9.21","LRP009b","23.8791382","90.7589722","Bridge","End of the Bridge"
"Z2055","9.504","LRP009c","23.8802493","90.7611667","Culvert","Box Culvert"
"Z2055","9.824","LRP009d","23.8818327","90.7636389","Culvert","Box Culvert"
"Z2055","10","LRP010","23.8826104","90.7655556","KmPost","Km post missing"
"Z2055","10.283","LRP010a","23.8805549","90.7665556","Culvert","Box culvert"
"Z2055","10.792","LRP011","23.8811382","90.7707216","KmPost","End of Bituminous road"
"Z2055","11.046","LRP011a","23.8804716","90.7729438","Others","The road ends at river"
"Z2055","11.64","LRP011b","23.8731938","90.7884719","Others","The earthen road starts after the river"
"Z2055","11.963","LRP011c","23.8749438","90.7896108","Culvert","Slab Culvert"
"Z2055","12","LRP012","23.8749438","90.7901108","KmPost","Km post missing"
"Z2055","12.82","LRP012a","23.8802771","90.791583","Others","Start of Brick soling road"
"Z2055","13","LRP013","23.8820827","90.7929163","KmPost","Km post missing"
"Z2055","13.396","LRP013a","23.883833","90.7960552","Bridge","Start of the Bridge"
"Z2055","13.42","LRP013b","23.8838052","90.7960552","Bridge","End fo the bridge"
"Z2055","13.935","LRP013c","23.8858886","90.7999441","Bridge","Start of the Bridge"
"Z2055","13.951","LRP013d","23.8859163","90.7999719","Bridge","Ends of the Bridge"
"Z2055","14","LRP014","23.8859997","90.8004444","KmPost","Km post missing"
"Z2055","14.282","LRP014a","23.8871386","90.8027222","Culvert","Slab Culvert/ Concrete road starts"
"Z2055","14.843","LRP014b","23.8877219","90.8073333","Bridge","Starts of the Bridge"
"Z2055","14.864","LRP014c","23.8876108","90.8073889","Bridge","Ends of the Bridge"
"Z2055","15","LRP015","23.8869441","90.8086944","KmPost","Km post missing"
"Z2115","0","LRPS","24.1614444","90.7173604","Others","Start of Road from R211at Hatemdi"
"Z2115","0.025","LRPSa","24.1613611","90.7175271","Bridge","Bridge start"
"Z2115","0.037","LRPSb","24.1613333","90.7175827","Bridge","Bridge end"
"Z2115","0.098","LRPSc","24.1610556","90.7181104","Bridge","Bridge start"
"Z2115","0.109","LRPSd","24.161","90.718166","Bridge","Bridge end"
"Z2115","1.005","LRP001","24.1582778","90.7258604","KmPost","Shakerbazar 3 km"
"Z2115","1.288","LRP001a","24.1592222","90.7275549","Culvert","Box culvert"
"Z2115","2.016","LRP002","24.1599444","90.7330271","KmPost","Shekerbazar 2 km"
"Z2115","2.281","LRP002a","24.1613333","90.7344997","Culvert","Box culvert"
"Z2115","2.537","LRP002b","24.1614722","90.7369719","Culvert","Box Culvert"
"Z2115","2.861","LRP002c","24.1614167","90.7401663","Culvert","Box Culvert"
"Z2115","3.015","LRP003","24.1608333","90.7413886","KmPost","Shekerbazar 1 km"
"Z2115","3.267","LRP003a","24.1602778","90.7436108","Culvert","Box Culvert"
"Z2115","4.172","LRPE","24.1591111","90.7505","Others","End of Road at Shekerbazar Intersecting with Z2122"
"Z2121","0","LRPS","24.1585278","90.8071944","Others","Start of road from R212"
"Z2121","0.472","LRPSa","24.1569444","90.8104444","Culvert","Box culvert"
"Z2121","0.653","LRPSb","24.1554167","90.8110556","Culvert","Box culvert"
"Z2121","0.86","LRP001","24.1536111","90.8116944","KmPost","Belabo 6 km.Monjal 15 km"
"Z2121","1.005","LRP001a","24.1524167","90.812","Bridge","Bridge start"
"Z2121","1.03","LRP001b","24.1521667","90.8120556","Bridge","Bridge end"
"Z2121","1.835","LRP002","24.1456386","90.815","KmPost","Belabo 5 km,Monjal 15 km"
"Z2121","2.118","LRP002a","24.1433886","90.8162222","Bridge","22 km (Manually)"
"Z2121","2.141","LRP002b","24.1432219","90.8163056","Bridge","Bridge end"
"Z2121","2.798","LRP003","24.1378608","90.8189716","KmPost","Belabo 4 km,Monjal 14 km"
"Z2121","3.782","LRP004","24.1303604","90.8238327","KmPost","Belabo 3 km,Monjal 13 km"
"Z2121","4.637","LRP004a","24.1243327","90.8288604","Bridge","Bridge start"
"Z2121","4.642","LRP004b","24.1242493","90.828916","Bridge","Bridge end"
"Z2121","4.782","LRP005","24.1262216","90.8299993","KmPost","Km post missing"
"Z2121","5.711","LRP006","24.1172771","90.8354163","KmPost","Belabo 2 km,Monjal 12 km"
"Z2121","6.328","LRP006a","24.1137222","90.8398608","Bridge","Bridge start"
"Z2121","6.335","LRP006b","24.1136944","90.8399163","Bridge","Bridge end"
"Z2121","6.711","LRP007","24.1122778","90.8433608","KmPost","Km post missing"
"Z2121","7.188","LRP008","24.1105","90.847583","KmPost","Belabo 0 km,Monjal 10 km"
"Z2121","8.007","LRPE","24.1051389","90.8514722","Others","End of road at Belabo"
"Z2122","0","LRPS","24.20225","90.6853886","Others","Start of road from Nayakandi."
"Z2122","0.142","LRPSa","24.2023333","90.6867774","Culvert","Box culvert"
"Z2122","0.556","LRPSb","24.2023056","90.6907774","Culvert","Box culvert"
"Z2122","0.945","LRPSc","24.2025833","90.6939997","Bridge","Start  of bridge"
"Z2122","0.953","LRPSd","24.2026111","90.6940274","Bridge","End  of bridge"
"Z2122","1","LRP001","24.2024722","90.694583","KmPost","Km post missing"
"Z2122","1.054","LRP001a","24.2022778","90.6951108","Bridge","Start of bridge"
"Z2122","1.06","LRP001b","24.2022222","90.6951941","Bridge","End of bridge"
"Z2122","1.937","LRP001c","24.199083","90.702","Culvert","Box culvert"
"Z2122","2","LRP002","24.1989719","90.7024167","KmPost","Km post missing"
"Z2122","2.321","LRP002a","24.1983608","90.7051667","Culvert","Box culvert"
"Z2122","2.93","LRP002b","24.1991663","90.7097778","Culvert","Box culvert"
"Z2122","3","LRP003","24.1996108","90.7102778","KmPost","Km post missing"
"Z2122","3.025","LRP003a","24.1997219","90.7104167","Culvert","Box culvert"
"Z2122","3.759","LRP003b","24.1969997","90.7141111","Culvert","Box culvert"
"Z2122","3.94","LRP003c","24.1958886","90.7153333","Culvert","Box culvert"
"Z2122","4","LRP004","24.1956386","90.71575","KmPost","Km post missing"
"Z2122","4.061","LRP004a","24.1951386","90.7178882","Culvert","Box culvert"
"Z2122","5","LRP005","24.1923052","90.7244993","KmPost","Km post missing"
"Z2122","5.398","LRP005a","24.1913052","90.727916","Culvert","Box culvert"
"Z2122","5.617","LRP005b","24.1905552","90.7290271","CrossRoad","Right to Hatindia left to Mothkhola, R211"
"Z2122","5.67","LRP005c","24.1903052","90.7300827","Culvert","Box culvert"
"Z2122","5.794","LRP005d","24.1901386","90.7309993","Others","Start Of Rigid Pavement"
"Z2122","6","LRP006","24.1898608","90.7328604","KmPost","Km post missing"
"Z2122","6.015","LRP006a","24.189833","90.7328327","Others","End Of Rigid pavement"
"Z2122","6.279","LRP006b","24.1879441","90.7344163","Culvert","Box Culvert"
"Z2122","6.815","LRP006c","24.1854997","90.7367219","Culvert","Box culvert"
"Z2122","7","LRP007","24.1844719","90.7395274","KmPost","Km post missing"
"Z2122","7.76","LRP007a","24.1792216","90.7419997","Culvert","Pipe culvert"
"Z2122","8","LRP008","24.1765549","90.7424163","KmPost","Km post missing"
"Z2122","8.894","LRP008a","24.1705271","90.745833","Culvert","Pipe Culvert"
"Z2122","9","LRP009","24.1697216","90.7468886","KmPost","Km post missing"
"Z2122","9.241","LRP009a","24.1686104","90.7475552","Culvert","Box culvert"
"Z2122","9.711","LRP009b","24.1655833","90.7494997","Culvert","Slab Culvert"
"Z2122","9.776","LRP009c","24.1645556","90.7496386","Culvert","Box Culvert"
"Z2122","10","LRP010","24.1627222","90.7505","KmPost","Km post missing"
"Z2122","10.504","LRP010a","24.1591111","90.7505","SideRoad,Left","Z 2115,Monohardi (Hatemdi) Shekerbazar road"
"Z2122","10.551","LRPE","24.1580278","90.7506389","Others","The roads ends Intersecting R212 at Shakerbazar."
"Z2123","0","LRPS","24.1644722","90.7496386","Others","Start of road from Z 2122 at Shekher  Bazar."
"Z2123","0.068","LRPSa","24.1645556","90.7502778","Culvert","Box Culvert"
"Z2123","0.358","LRPSb","24.1665","90.7516389","Culvert","Pipe Culvert"
"Z2123","0.403","LRPSc","24.1666938","90.7518889","Culvert","Box Culvert"
"Z2123","0.438","LRPSd","24.1668604","90.7520556","Culvert","Box Culvert"
"Z2123","0.592","LRPSe","24.1679438","90.7529167","Bridge","Bridge start"
"Z2123","0.597","LRPSf","24.1679716","90.7529167","Bridge","Bridge start"
"Z2123","0.818","LRPSg","24.1696104","90.7530278","Culvert","Box Culvert"
"Z2123","1","LRP001","24.1714438","90.7523611","KmPost","Km post missing"
